Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,5120657542,5384609627,6134107943,7721669640,9094683583,9470052385,10285441104,11945214338,13269362770,11766845175,12026060392,12857522696,12561160243,13424774110,13729849894,12791549841
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Germany,DEU,8662856855,9184539371,10126521387,11566286327,12607398368,12705661656,12705044234,14079161787,15236463879,15336343940,14682106066,16125581286,15581428609,19976705775,20084390152,18248805576
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,India,IND,486141918.9,751084697.3,1186800148,1265419810,1652783174,1348282858,1561865362,2059330846,3812363581,2889988305,3828678498,4077745356,4963082154,6431771261,6221785953,4882832496
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Japan,JPN,2530781278,2345078421,2678810110,1504285472,1212182603,1149537317,3332164589,3639371943,4548088347,3932046367,4365714733,4536170392,4042571071,2872330560,4214761758,4000341421
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kuwait,KWT,1734302377,1784912694,1925543132,2143876846,2404479131,2647602740,3183238048,9763770985,10322571366,11749212892,11864003973,13012206030,15459199374,17711480681,18128476350,15202536401
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mexico,MEX,..,..,..,..,..,0,0,0,0,0,0,0,0,866997321,1001831236,810619117
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Zealand,NZL,187155232.7,215634248.8,310921690.5,381769864.8,457332000.7,647307740.2,552021852.4,622559549.8,624258402.7,524453998.2,533917798.4,636205262.8,668885081.5,716983278.7,777100681.6,728535221.1
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Spain,ESP,621628224.5,573849904.5,533009750.9,539217663.9,704875626.5,732686895.9,794233195.9,897282075.8,748880878.8,557286247.6,470665747.3,496948975.8,407460971.8,353454937.7,402801005.3,368030578.6
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Russian Federation,RUS,232200000,914690000,1295510000,2264130000,4189730000,6827240000,12104440000,19880620000,29718810000,21147740000,21453980000,26010470000,31647700000,37216680000,32640360000,19688840000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,10444681381,10412912088,11281043956,11230219780,12192032967
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Kingdom,GBR,5366131133,5462692455,5996404559,6990702303,8930419145,9643117679,10645651381,11596568483,11211837188,9274761990,9565109385,9931101010,10077435197,10528125662,11572710616,10707262597
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United States,USA,34397000000,38219000000,40109000000,40943000000,44357000000,47751000000,50974000000,53039000000,55679000000,50555000000,50527000000,50854000000,52371000000,55003000000,57239000000,60719000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,14892978180,10717133151,14656321801,8985246030,42907672820,-25093141435,30551100657,44440090038,45160024271,28683266148,35210733743,65554890650,57550426823,54465480055,63202728079,46892808568
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bangladesh,BGD,280384629.7,78527040.08,52304931.04,268285231.8,448905400.7,813321971.9,456523167.7,651029738.1,1328422987,901286583.1,1232258247,1264725163,1584403460,2602962095,2539190940,2831152765
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belgium,BEL,88738714000,88203254000,18118954671,34559267490,44498165771,33662010794,58821552824,96551634531,1.90392E+11,77354509260,1.25492E+11,1.63624E+11,11810272331,-29640924980,-15205871358,-19514245855
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Canada,CAN,68303350856,28391098831,24486425377,7011792709,1452416545,25552226941,64302303097,1.20451E+11,70119614333,20951090410,29714744325,38338330427,49368985104,67027866778,64174605786,59986208237
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,42095300000,47053000000,53073618897,57900937467,68117272181,1.04109E+11,1.24082E+11,1.56249E+11,1.71535E+11,1.31057E+11,2.43703E+11,2.80072E+11,2.41214E+11,2.90928E+11,2.68097E+11,2.42489E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,France,FRA,41389082665,50142053919,51550483854,42350800678,35608535813,85137061931,78957053786,83777598395,67997446905,18422928062,38889439213,44205811127,32944663318,31589283791,5804878133,42825414106
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Germany,DEU,2.48007E+11,56948542387,51268214891,65401516009,-20408419557,59835195025,87444159239,50847183837,30954735498,56701916795,86037502102,97535403953,65443087632,67199694459,19488312315,62422464519
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Japan,JPN,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kuwait,KWT,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,18382284821,30060020323,20160111120,18157929031,25141309948,25161491620,22124412067,31019384024,29752318995,19651679609,30524718258,23894614076,18204804086,50831992460,28441845366,36247163894
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Zealand,NZL,-1507812033,259321576.8,2848556987,-3363941288,2319819298,1906665964,2912645687,4335506076,2591966537,-52385533.24,286306903,1378410924,3846884019,-69519935.42,3251563602,-73372796.42
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Singapore,SGP,15515295182,17006818857,6157194144,17051420153,24390254966,19316058814,39129332047,47337947783,13598298537,23436064060,55322434162,49155657316,55310807548,64389514904,68698472831,69774553125
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Spain,ESP,40509751188,28909416991,39359708554,30744905691,25268192651,27007774843,32927841460,68229666915,74088629877,9549813317,36609340306,26832032515,20848479096,47373243839,32943256863,23037070821
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Russian Federation,RUS,2678030000,2847300000,3473830000,7928630000,15402990000,15508050000,37594770000,55873680000,74782910000,36583100000,43167780000,55083630000,50587560000,69218890000,22031340000,6852970000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Qatar,QAT,251599999.9,295519999.9,623919999.9,624919999.9,1198970000,2500000000,3500000000,4700000000,3778626374,8124736264,4670329670,938516483.5,395879120.9,-840384615.4,1040384615,1070879121
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Kingdom,GBR,1.6413E+11,56090924809,89760582753,36011240473,87059621382,2.52653E+11,2.03636E+11,2.09515E+11,2.53454E+11,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Arab Emirates,ARE,-506329999.9,1183840000,95299999.9,4255956433,10003500000,10899931926,12805990470,14186521443,5062972005,1134288135,8796769641,7152095826,9566651351,9764914527,11071537020,8550901847
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United States,USA,3.49125E+11,1.72496E+11,1.11055E+11,1.17106E+11,2.13641E+11,1.42344E+11,2.98463E+11,3.46613E+11,3.41092E+11,1.61083E+11,2.64039E+11,2.63497E+11,2.50345E+11,2.88131E+11,2.51856E+11,5.11434E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vietnam,VNM,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,8900000000,9200000000,11800000000
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bangladesh,BGD,7.557201672,6.97536748,6.019092528,9.536699373,10.24067199,8.882243915,7.206256541,9.07837472,12.14285485,7.380434554,8.944806038,9.570004671,14.16293548,17.09788815,15.53359653,16.42849846
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,China,CHN,1.385203299,1.177544549,1.180506107,1.056775884,1.319329476,1.379391254,0.967582508,1.102691032,0.985569857,0.85737573,0.502270691,-0.44876898,-0.133312164,-0.481609979,-0.690354706,-0.2219718
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,India,IND,1.305564439,1.603018185,1.582617978,0.645149694,0.684972505,1.624715974,1.180152585,1.117272516,1.66696108,2.007624617,2.282209418,2.600321936,1.319628754,1.902470056,2.288642615,2.399599722
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mexico,MEX,-0.41339099,0.99542946,1.343181964,1.128973381,1.30770051,1.896770144,2.300564868,1.038383305,1.352059935,1.681053167,4.040880733,8.471449363,3.524053296,4.794839504,6.861891526,2.672245381
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Vietnam,VNM,18.80061455,15.73609372,13.19617544,18.82693353,20.14293858,20.36850263,20.13178962,27.68495842,27.10963558,38.48193278,31.68777073,37.71401586,46.06101883,45.26091096,46.20591691,34.35667493
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,21853.78167,19681.66264,20291.17855,23705.90722,30819.99349,34461.70878,36570.72037,41023.75486,49679.18053,42810.33166,52134.30885,62596.43217,68044.71482,68158.57974,62513.41122,56710.44572
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,413.1001853,410.0485409,407.9629676,440.7144048,469.1164584,492.8086489,503.5383322,552.3389345,630.1089792,698.5210262,776.8595769,856.3815861,876.8175451,973.7733926,1108.5151,1236.00506
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44760.29124,44184.94635,47410.56693,44670.56068,46757.95186,47764.07151,41008.29672
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,24271.00206,23822.06012,24255.33858,28300.4631,32143.68141,36382.50792,40504.06073,44659.89514,46710.50558,40876.31015,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5614.352135,6300.615118,7020.338485,7636.116601,8016.431435
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093449,802.013742,1022.731629,993.5037725,1096.63498,1350.634322,1449.601789,1434.018198,1438.05748,1559.864518,1590.173918
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,19490.83816,17516.67804,18627.63302,22782.00018,27601.40006,36144.99495,42967.1427,45732.05204,55601.27551,37904.22953,39213.53715,49006.58145,51277.66211,47760.94413,43234.82142,29310.52211
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,7232.878809,7613.176932,7650.89885,7120.38477,7525.465234,8321.853493,9125.422624,9719.920452,10119.83621,8104.907579,9399.970908,10341.52105,10376.05767,10865.6802,11076.09245,9753.380048
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,1771.594116,2100.352539,2377.529541,2975.125244,4102.364746,5323.462891,6920.188965,9101.254883,11635.27246,8562.813477,10674.99609,14311.08398,15420.875,15974.64453,14095.64844,9313.013672
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,27494.77133,25836.27079,27151.0325,31440.22071,40792.27647,52468.44565,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,28290.9725,27886.79859,30079.66004,34479.39293,40390.78583,42131.6994,44536.61972,50435.37029,47429.93634,38821.17958,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,31855.5006,29909.00943,30221.967,32607.37293,37017.73637,42190.55438,45339.58512,43918.38017,45140.76908,31722.58876,34165.91331,40893.02336,44386.78608,45729.60768,46865.9646,41525.1389
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,394.5831366,409.497733,434.8102921,485.4509091,551.9035051,693.1898411,790.5925164,913.3123316,1158.101627,1225.845012,1684.011664,1953.556979,2190.232284,2367.499539,2558.778924,2595.234979
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,-10797958705,2663165109,-7681971735,9612586773,-33123390587,-7620252751,-6470053661,-30020094089,-13272117217,-17218512630,-17142068311,-57304251200,-51785739222,-55235185683,-40637704364,-38633221206
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bangladesh,BGD,-280384629.7,-78527040.08,-49662443.99,-265507414.1,-444836578,-811382056.1,-452928348.1,-516766232.5,-1137762261,-720457353.6,-1165816161,-967290773.5,-1295344530,-2056085293,-2497421016,-2771250741
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belgium,BEL,..,..,-9199049496,4506779201,-9750819018,-1123653953,-8690515457,-13093604217,32864044192,-44015051904,-58665007469,-34518425846,29684338022,17271778736,14787640970,26844377439
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Canada,CAN,-21653038994,8440763883,4749229278,16417567996,43370579703,1727389339,-13950022417,-55310207534,18568974469,16787996096,6626667134,11756393310,12879466786,-12563236013,805191688.4,23927632715
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,China,CHN,-37483300000,-37357000000,-46789569179,-49444853744,-60144670468,-90379127564,-1.0015E+11,-1.39095E+11,-1.14792E+11,-87167067370,-1.8575E+11,-2.31652E+11,-1.7625E+11,-2.17958E+11,-1.44968E+11,-68098649765
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,1.32207E+11,37230890649,1451944338,10242909368,25513610483,33660365153,51482577203,48449400449,68001785591,70295520050,33671093774,20277561651,19070158223,-13973846914,47288734074,8404253504
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Germany,DEU,-1.49835E+11,13294434783,-34067396991,-26100676287,29478097771,29088956904,60529918995,89805058432,67071495031,43037329587,60605522285,10373148758,33639173474,26093621455,88016024511,68432791650
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,India,IND,-3074684332,-4073961343,-3947895992,-2444138426,-3592188066,-4628652265,-5992285935,-8201628958,-24149749830,-19485789183,-11428785746,-23890659988,-15442447343,-26388082470,-22890162761,-36495216491
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Japan,JPN,34339324666,30734354196,19344378431,25693039712,33085785004,46205395350,60549386567,51358484681,89018788218,61450645281,72215534552,1.17686E+11,1.17085E+11,1.45036E+11,1.18172E+11,1.33163E+11
